Filename,Participant,Label
200126_2142_00-01-25.94--00-01-26.48.wav,P01,dysregulation-sick
200126_2142_00-05-04.75--00-05-05.032.wav,P01,dysregulation-sick
200126_2142_00-04-55.97--00-04-57.81.wav,P01,dysregulation-sick
200126_2142_00-19-41.47--00-19-44.91.wav,P01,dysregulation-sick
200126_2142_00-19-47.69--00-19-48.79.wav,P01,dysregulation-sick
200126_2142_00-18-52--00-18-52.37.wav,P01,dysregulation-sick
200126_2142_00-23-39.52--00-23-40.55.wav,P01,dysregulation-sick
200126_2142_00-23-43.47--00-23-44.63.wav,P01,dysregulation-sick
200126_2142_00-21-30.46--00-21-31.16.wav,P01,dysregulation-sick
200126_2142_00-09-04.785--00-09-05.612.wav,P01,dysregulation-sick
200126_2142_00-23-52.01--00-23-54.88.wav,P01,dysregulation-sick
200126_2142_00-11-53.14--00-11-53.81.wav,P01,dysregulation-sick
200126_2142_00-04-53.74--00-04-55.29.wav,P01,dysregulation-sick
200126_2142_00-09-51.46--00-09-51.94.wav,P01,dysregulation-sick
200126_2142_00-15-20.78--00-15-21.83.wav,P01,dysregulation-sick
200126_2142_00-18-00.71698--00-18-03.416.wav,P01,dysregulation-sick
200126_2142_00-16-20.15--00-16-22.28.wav,P01,dysregulation-sick
200126_2142_00-14-02.66--00-14-04.874.wav,P01,dysregulation-sick
200126_2142_00-06-08.632--00-06-09.693.wav,P01,dysregulation-sick
200126_2142_00-18-44.81--00-18-45.56.wav,P01,dysregulation-sick
200126_2142_00-18-53.59--00-18-56.2.wav,P01,dysregulation-sick
200126_2142_00-06-21.42--00-06-22.19.wav,P01,dysregulation-sick
200126_2142_00-02-22.47--00-02-23.43.wav,P01,dysregulation-sick
200126_2142_00-08-41.5--00-08-42.25.wav,P01,dysregulation-sick
200126_2142_00-09-47.74--00-09-49.65.wav,P01,dysregulation-sick
200126_2142_00-04-10.44--00-04-11.79.wav,P01,dysregulation-sick
200126_2142_00-17-09.599--00-17-11.2.wav,P01,dysregulation-sick
200126_2142_00-03-53.42--00-03-55.7.wav,P01,dysregulation-sick
200126_2142_00-15-36.76--00-15-39.33.wav,P01,dysregulation-sick
200126_2142_00-16-22.81--00-16-23.66.wav,P01,dysregulation-sick
200126_2142_00-13-42.57--00-13-43.57.wav,P01,dysregulation-sick
200126_2142_00-11-13.31--00-11-16.68.wav,P01,dysregulation-sick
200126_2142_00-16-03.918--00-16-04.221.wav,P01,dysregulation-sick
200126_2142_00-19-28.31--00-19-33.01.wav,P01,dysregulation-sick
200126_2142_00-04-25.72--00-04-27.22.wav,P01,dysregulation-sick
200126_2142_00-14-05.709--00-14-06.796.wav,P01,dysregulation-sick
200126_2142_00-09-33.55--00-09-34.5.wav,P01,dysregulation-sick
200126_2142_00-11-28.16--00-11-29.49.wav,P01,dysregulation-sick
200126_2142_00-23-41.24--00-23-42.11.wav,P01,dysregulation-sick
200126_2142_00-13-47.35--00-13-48.86.wav,P01,dysregulation-sick
200126_2142_00-13-40.47--00-13-41.93.wav,P01,dysregulation-sick
200126_2142_00-06-29.27--00-06-30.34.wav,P01,dysregulation-sick
200126_2142_00-23-38.03--00-23-38.91.wav,P01,dysregulation-sick
200126_2142_00-18-59.45--00-19-00.37499.wav,P01,dysregulation-sick
200126_2142_00-00-20.57--00-00-22.81.wav,P01,dysregulation-sick
200306_2047_00-02-02.25--00-02-04.038.wav,P01,frustrated
200112_1235_00-23-45.04--00-23-46.09.wav,P01,frustrated
200302_2156_00-04-35.74--00-04-36.62.wav,P01,frustrated
200306_2047_00-04-10.4--00-04-13.75.wav,P01,frustrated
200229_2156_00-05-39.75--00-05-41.24.wav,P01,frustrated
200302_2204_00-00-03.068--00-00-03.91.wav,P01,frustrated
200302_2156_00-03-30.49--00-03-32.51.wav,P01,frustrated
200302_2156_00-03-36.27--00-03-37.73.wav,P01,frustrated
200229_2156_00-04-58.98--00-04-59.72.wav,P01,frustrated
200302_2203_00-00-03.992--00-00-06.2699.wav,P01,frustrated
200302_2156_00-06-05.617--00-06-07.357.wav,P01,frustrated
200229_2156_00-08-01.665--00-08-03.284.wav,P01,frustrated
200309_2035_00-07-21.02--00-07-22.54.wav,P01,frustrated
200229_2156_00-05-11.62--00-05-12.94.wav,P01,frustrated
200306_2047_00-00-43.86--00-00-44.9.wav,P01,frustrated
200302_2156_00-02-26.36--00-02-27.74.wav,P01,frustrated
200306_2047_00-02-16.12--00-02-20.12.wav,P01,frustrated
200306_2047_00-00-58.74--00-01-00.06.wav,P01,frustrated
200306_2047_00-02-32.73--00-02-35.48.wav,P01,frustrated
200306_2047_00-00-22.42--00-00-23.56.wav,P01,frustrated
200302_2156_00-06-02.013--00-06-03.194.wav,P01,frustrated
200302_2204_00-00-09.856--00-00-10.75.wav,P01,frustrated
200306_2047_00-04-25.47--00-04-27.17.wav,P01,frustrated
200302_2203_00-00-00.43413--00-00-01.5711.wav,P01,frustrated
200306_2047_00-05-00.208--00-05-04.286.wav,P01,frustrated
200302_2156_00-00-40.25--00-00-41.64.wav,P01,frustrated
200302_2156_00-05-08.187--00-05-09.9.wav,P01,frustrated
200302_2156_00-00-34.71--00-00-35.11.wav,P01,frustrated
200302_2156_00-03-44.25--00-03-44.88.wav,P01,frustrated
200306_2047_00-04-57.29--00-04-59.03.wav,P01,frustrated
200302_2156_00-02-23.97--00-02-25.85.wav,P01,frustrated
200309_2035_00-07-09.486--00-07-09.875.wav,P01,frustrated
200309_2035_00-07-00.0059864--00-07-01.543.wav,P01,frustrated
200229_2156_00-07-58.97--00-08-00.95499.wav,P01,frustrated
200306_2047_00-00-47.12--00-00-47.87.wav,P01,frustrated
200229_2156_00-04-53.57--00-04-55.08.wav,P01,frustrated
200302_2203_00-00-03.6905--00-00-05.5584.wav,P01,frustrated
200306_2047_00-00-01.377--00-00-03.524.wav,P01,frustrated
200306_2047_00-01-32.18--00-01-32.74.wav,P01,frustrated
200306_2047_00-04-27.96--00-04-29.5.wav,P01,frustrated
200306_2047_00-04-23.49--00-04-24.42.wav,P01,frustrated
200302_2156_00-05-21.91--00-05-23.8.wav,P01,frustrated
200306_2047_00-04-44.97--00-04-46.72.wav,P01,frustrated
200302_2156_00-05-58.2--00-06-01.508.wav,P01,frustrated
200229_2156_00-06-09.567--00-06-11.09.wav,P01,frustrated
200302_2203_00-00-04.141--00-00-06.068.wav,P01,frustrated
200306_2047_00-02-26.17--00-02-27.11.wav,P01,frustrated
200229_2156_00-04-39.41--00-04-40.63.wav,P01,frustrated
200229_2156_00-06-07.531--00-06-08.326.wav,P01,frustrated
200306_2047_00-01-13.59--00-01-16.69.wav,P01,frustrated
200306_2047_00-02-58.42--00-02-58.91.wav,P01,frustrated
200302_2156_00-04-31.18--00-04-32.1.wav,P01,frustrated
200309_2035_00-07-23.21--00-07-24.14.wav,P01,frustrated
200306_2047_00-01-58.46--00-02-01.85.wav,P01,frustrated
200306_2047_00-02-44.96--00-02-47.25.wav,P01,frustrated
200302_2203_00-00-03.9946--00-00-06.0716.wav,P01,frustrated
200306_2047_00-04-47.54--00-04-48.73.wav,P01,frustrated
200302_2156_00-06-08.407--00-06-10.38.wav,P01,frustrated
200306_2047_00-01-49.94--00-01-57.27.wav,P01,frustrated
200309_2035_00-07-25.03--00-07-26.33.wav,P01,frustrated
200306_2047_00-00-42.57--00-00-43.19.wav,P01,frustrated
200229_2156_00-05-37.83--00-05-39.07.wav,P01,frustrated
200302_2156_00-04-00.50499--00-04-01.402.wav,P01,frustrated
200229_2156_00-05-46.68--00-05-47.95.wav,P01,frustrated
200306_2047_00-04-54.51--00-04-56.64.wav,P01,frustrated
200306_2047_00-04-31.22--00-04-32.25.wav,P01,frustrated
200302_2156_00-04-24.98--00-04-26.29.wav,P01,frustrated
200302_2204_00-00-18.3--00-00-19.08.wav,P01,frustrated
200302_2156_00-06-04.044--00-06-05.248.wav,P01,frustrated
200302_2156_00-00-50.83--00-00-51.59.wav,P01,frustrated
200302_2203_00-00-00.48399--00-00-02.51.wav,P01,frustrated
200229_2156_00-04-43.06--00-04-44.22.wav,P01,frustrated
200306_2047_00-01-45.4--00-01-48.45.wav,P01,frustrated
200229_2156_00-04-45.4--00-04-46.71.wav,P01,frustrated
200302_2156_00-03-58.58--00-03-59.56.wav,P01,frustrated
200229_2156_00-05-43.83--00-05-45.wav,P01,frustrated
200306_2047_00-02-56.99--00-02-57.67.wav,P01,frustrated
200302_2204_00-00-25.79--00-00-28.04.wav,P01,frustrated
200306_2047_00-05-12.85--00-05-20.24.wav,P01,frustrated
200306_2047_00-04-18.08--00-04-20.27.wav,P01,frustrated
200302_2204_00-00-31.12--00-00-32.89.wav,P01,frustrated
200306_2047_00-01-25.79--00-01-28.92.wav,P01,frustrated
200302_2156_00-04-33.36--00-04-34.71.wav,P01,frustrated
200302_2156_00-05-56.55--00-05-57.4.wav,P01,frustrated
200302_2156_00-02-29.1--00-02-31.19.wav,P01,frustrated
200306_2047_00-00-32.23--00-00-35.15.wav,P01,frustrated
200306_2047_00-00-37.41--00-00-41.39.wav,P01,frustrated
200306_2047_00-01-10.1--00-01-12.5.wav,P01,frustrated
200302_2204_00-00-04.76--00-00-06.25.wav,P01,frustrated
200306_2047_00-02-48.1--00-02-49.12.wav,P01,frustrated
200302_2156_00-03-38.49--00-03-40.08.wav,P01,frustrated
200302_2156_00-03-51.89--00-03-52.81.wav,P01,frustrated
200306_2047_00-04-49.82--00-04-53.89.wav,P01,frustrated
200306_2047_00-01-40.07--00-01-41.14.wav,P01,frustrated
200112_2127_00-02-18.82--00-02-19.94.wav,P01,frustrated
200306_2047_00-00-55.24--00-00-58.06.wav,P01,frustrated
200229_2156_00-05-14.08--00-05-14.65.wav,P01,frustrated
200112_2127_00-02-16.4--00-02-17.48.wav,P01,frustrated
200302_2203_00-00-00.95261--00-00-02.2586.wav,P01,frustrated
200306_2047_00-04-33.78--00-04-37.57.wav,P01,frustrated
200309_2035_00-06-57.32--00-06-57.96.wav,P01,frustrated
200306_2047_00-02-27.85--00-02-31.21.wav,P01,frustrated
200302_2204_00-00-00.0080045--00-00-02.052.wav,P01,frustrated
200306_2047_00-00-04.759--00-00-05.707.wav,P01,frustrated
200302_2204_00-00-24.15--00-00-24.95.wav,P01,frustrated
200229_2156_00-08-11.55--00-08-12.45.wav,P01,frustrated
200306_2047_00-00-29.69--00-00-30.79.wav,P01,frustrated
200306_2047_00-05-11.17--00-05-12.22.wav,P01,frustrated
200229_2156_00-04-49.17--00-04-50.96.wav,P01,frustrated
200302_2156_00-04-40.39--00-04-41.79.wav,P01,frustrated
200302_2203_00-00-04.2514--00-00-05.3304.wav,P01,frustrated
200306_2047_00-01-18.9--00-01-22.43.wav,P01,frustrated
200302_2203_00-00-00.12485--00-00-02.4449.wav,P01,frustrated
200302_2204_00-00-14.55--00-00-16.49.wav,P01,frustrated
200302_2203_00-00-04.8553--00-00-05.3122.wav,P01,frustrated
200302_2156_00-04-37.65--00-04-39.49.wav,P01,frustrated
200302_2156_00-04-10.27--00-04-11.65.wav,P01,frustrated
200302_2156_00-03-42.11--00-03-42.82.wav,P01,frustrated
200302_2156_00-03-56.21--00-03-57.3.wav,P01,frustrated
200302_2156_00-01-17.27--00-01-17.91c.wav,P01,frustrated
200306_2047_00-00-52.85--00-00-53.59.wav,P01,frustrated
200302_2156_00-04-03.033--00-04-03.543.wav,P01,frustrated
200302_2156_00-05-05.237--00-05-06.282.wav,P01,frustrated
200302_2156_00-02-22.65--00-02-23.29.wav,P01,frustrated
200306_2047_00-04-15.46--00-04-17.02.wav,P01,frustrated
200306_2047_00-02-09.54--00-02-11.81.wav,P01,frustrated
200112_2059_00-04-25.83--00-04-26.37.wav,P01,frustrated
200112_2059_00-16-18.27--00-16-20.99.wav,P01,frustrated
200306_2047_00-02-53.17--00-02-54.16.wav,P01,frustrated
200306_2047_00-02-59.38--00-02-59.93.wav,P01,frustrated
200306_2047_00-00-09.504--00-00-11.09.wav,P01,frustrated
200112_2127_00-02-14.89--00-02-15.44.wav,P01,frustrated
200302_2156_00-04-49.18--00-04-50.39.wav,P01,frustrated
200306_2047_00-01-23.55--00-01-24.67.wav,P01,frustrated
200302_2156_00-00-37.49--00-00-38.27.wav,P01,frustrated
200302_2156_00-04-29.03--00-04-30.48.wav,P01,frustrated
200302_2203_00-00-00.93764--00-00-02.4807.wav,P01,frustrated
200302_2203_00-00-00.5502--00-00-01.2792.wav,P01,frustrated
200306_2047_00-02-36.5--00-02-44.19.wav,P01,frustrated
200302_2156_00-05-02.775--00-05-04.437.wav,P01,frustrated
200306_2047_00-01-42.98--00-01-44.62.wav,P01,frustrated
200302_2203_00-00-04.1679--00-00-04.9389.wav,P01,frustrated
200302_2156_00-03-33.85--00-03-35.56.wav,P01,frustrated
200229_2156_00-08-07.7--00-08-08.689.wav,P01,frustrated
200306_2047_00-05-05.461--00-05-08.346.wav,P01,frustrated
200302_2156_00-04-42.88--00-04-44.8.wav,P01,frustrated
200302_2156_00-04-27.2--00-04-28.27.wav,P01,frustrated
200306_2047_00-02-55.25--00-02-56.21.wav,P01,frustrated
200302_2156_00-05-15.27--00-05-16.56.wav,P01,frustrated
200306_2047_00-02-13.13--00-02-15.28.wav,P01,frustrated
200529_1039_00-00-12.79--00-00-15.78.wav,P01,bathroom
200529_1029_00-03-24.36--00-03-26.17.wav,P01,bathroom
200529_1029_00-02-33.15--00-02-34.4.wav,P01,bathroom
200529_1029_00-02-52.26--00-02-52.72.wav,P01,bathroom
200529_1039_00-00-16.39--00-00-18.28.wav,P01,bathroom
200529_1039_00-00-19.0--00-00-21.64.wav,P01,bathroom
200529_1029_00-02-57.44--00-02-58.57.wav,P01,bathroom
200529_1029_00-03-06.71--00-03-07.19.wav,P01,bathroom
200529_1039_00-00-02.01--00-00-05.03.wav,P01,bathroom
200529_1029_00-02-53.88--00-02-54.94.wav,P01,bathroom
200529_1029_00-03-18.32--00-03-19.14.wav,P01,bathroom
200529_1029_00-03-26.6--00-03-30.26.wav,P01,bathroom
200529_1039_00-00-09.56--00-00-10.8.wav,P01,bathroom
200529_1039_00-00-05.76--00-00-08.54.wav,P01,bathroom
200529_1029_00-03-21.72--00-03-23.13.wav,P01,bathroom
200529_1029_00-02-29.37--00-02-30.94.wav,P01,bathroom
200529_1029_00-02-24.49--00-02-26.0.wav,P01,bathroom
200529_1029_00-03-19.51--00-03-20.79.wav,P01,bathroom
200529_1029_00-03-31.16--00-03-33.03.wav,P01,bathroom
200529_1029_00-02-45.62--00-02-46.55.wav,P01,bathroom
200316_1751_00-04-34.36--00-04-39.06.wav,P01,dysregulated
200316_1751_00-04-43.66--00-04-47.8.wav,P01,dysregulated
200124_1828_00-03-33.59--00-03-35.01.wav,P01,dysregulated
200124_1828_00-13-10.23--00-13-11.87.wav,P01,dysregulated
200316_1751_00-07-31.75--00-07-32.37.wav,P01,dysregulated
200316_1751_00-03-02.173--00-03-03.782.wav,P01,dysregulated
200316_1751_00-02-59.83--00-03-00.82698.wav,P01,dysregulated
200316_1751_00-07-41.6--00-07-42.78.wav,P01,dysregulated
200316_1751_00-04-12.48--00-04-14.99.wav,P01,dysregulated
200124_1828_00-02-08.673--00-02-09.588.wav,P01,dysregulated
200124_1828_00-02-22.69--00-02-24.51.wav,P01,dysregulated
200316_1751_00-06-01.506--00-06-02.692.wav,P01,dysregulated
200124_1828_00-04-50.3--00-04-51.78.wav,P01,dysregulated
200316_1751_00-08-14.71--00-08-20.1.wav,P01,dysregulated
200124_1828_00-06-58.49--00-06-59.54.wav,P01,dysregulated
200316_1751_00-05-51.85--00-05-52.36.wav,P01,dysregulated
200316_1751_00-03-53.61--00-03-54.88.wav,P01,dysregulated
200306_2047SelfTalk-Frustrated_00-05-46.88--00-05-58.06.wav,P01,dysregulated
200124_1828_00-06-55.67--00-06-56.64.wav,P01,dysregulated
200316_1751_00-08-34.59--00-08-35.48.wav,P01,dysregulated
200124_1828_00-04-54.72--00-04-56.4.wav,P01,dysregulated
200316_1751_00-08-03.258--00-08-04.581.wav,P01,dysregulated
200316_1751_00-01-54.74--00-01-55.67.wav,P01,dysregulated
200306_2047SelfTalk-Frustrated_00-06-01.669--00-06-03.875.wav,P01,dysregulated
200306_2047SelfTalk-Frustrated_00-06-04.879--00-06-07.201.wav,P01,dysregulated
200316_1751_00-02-02.808--00-02-04.63.wav,P01,dysregulated
200124_1828_00-01-21.41--00-01-22.56.wav,P01,dysregulated
200316_1751_00-07-47.69--00-07-49.37.wav,P01,dysregulated
200124_1828_00-03-06.202--00-03-07.056.wav,P01,dysregulated
200316_1751_00-04-22.49--00-04-23.88.wav,P01,dysregulated
200316_1751_00-07-33.11--00-07-34.35.wav,P01,dysregulated
200124_1828_00-07-40.09--00-07-41.wav,P01,dysregulated
200316_1751_00-02-17.53--00-02-20.01.wav,P01,dysregulated
200316_1751_00-06-49.83--00-06-51.16.wav,P01,dysregulated
200124_1828_00-09-43.81--00-09-44.4.wav,P01,dysregulated
200316_1751_00-01-24.3--00-01-25.53.wav,P01,dysregulated
200124_1828_00-07-18.93--00-07-20.04.wav,P01,dysregulated
200124_1828_00-14-21.28--00-14-22.27.wav,P01,dysregulated
200124_1828_00-14-08.637--00-14-09.787.wav,P01,dysregulated
200316_1751_00-04-49.22--00-04-50.69.wav,P01,dysregulated
200316_1751_00-09-13.91--00-09-14.8.wav,P01,dysregulated
200307_1850_00-02-21.74--00-02-22.49.wav,P01,dysregulated
200316_1751_00-03-22.5--00-03-29.36.wav,P01,dysregulated
200124_1828_00-05-17.93--00-05-18.91.wav,P01,dysregulated
200316_1751_00-08-07.222--00-08-08.073.wav,P01,dysregulated
200316_1751_00-05-19.22--00-05-19.81.wav,P01,dysregulated
200307_1850_00-02-20.67--00-02-21.01.wav,P01,dysregulated
200316_1751_00-04-55.32--00-04-56.37.wav,P01,dysregulated
200316_1751_00-07-02.686--00-07-03.696.wav,P01,dysregulated
200316_1751_00-02-43.85--00-02-44.86.wav,P01,dysregulated
200124_1828_00-07-00.90299--00-07-01.893.wav,P01,dysregulated
200316_1751_00-03-04.596--00-03-05.161.wav,P01,dysregulated
200316_1751_00-08-44.43--00-08-49.38.wav,P01,dysregulated
200316_1751_00-04-06.115--00-04-06.537.wav,P01,dysregulated
200124_1828_00-03-01.091--00-03-02.139.wav,P01,dysregulated
200316_1751_00-07-39.86--00-07-40.88.wav,P01,dysregulated
200316_1751_00-09-05.929--00-09-07.118.wav,P01,dysregulated
200124_1828_00-00-47.39--00-00-48.3.wav,P01,dysregulated
200124_1828_00-07-15.67--00-07-16.82.wav,P01,dysregulated
200316_1751_00-06-46.84--00-06-47.69.wav,P01,dysregulated
200124_1828_00-12-31.16--00-12-32.92.wav,P01,dysregulated
200124_1828_00-01-44.67--00-01-46.12.wav,P01,dysregulated
200316_1751_00-03-41.7--00-03-42.49.wav,P01,dysregulated
200316_1751_00-02-51.87--00-02-52.66.wav,P01,dysregulated
200124_1828_00-01-29.66--00-01-30.38.wav,P01,dysregulated
200316_1751_00-08-36.74--00-08-40.68.wav,P01,dysregulated
200124_1828_00-13-13.16--00-13-14.15.wav,P01,dysregulated
200124_1828_00-06-28.49--00-06-29.3.wav,P01,dysregulated
200316_1751_00-03-36.3--00-03-37.52.wav,P01,dysregulated
200124_1828_00-05-43.46--00-05-44.84.wav,P01,dysregulated
200316_1751_00-03-43.13--00-03-46.96.wav,P01,dysregulated
200316_1751_00-07-55.36--00-07-58.89.wav,P01,dysregulated
200124_1828_00-09-19.21--00-09-20.wav,P01,dysregulated
200316_1751_00-02-47.79--00-02-48.68.wav,P01,dysregulated
200316_1751_00-03-56.38--00-03-57.16.wav,P01,dysregulated
200124_1828_00-12-45.36--00-12-46.95.wav,P01,dysregulated
200316_1751_00-02-56.19--00-02-57.13.wav,P01,dysregulated
200307_1850_00-02-23.78--00-02-24.56.wav,P01,dysregulated
200307_1850_00-02-07.466--00-02-07.968.wav,P01,dysregulated
200124_1828_00-05-15.03--00-05-16.28.wav,P01,dysregulated
200124_1828_00-02-16.68--00-02-17.78.wav,P01,dysregulated
200124_1828_00-07-11.9--00-07-13.21.wav,P01,dysregulated
200124_1828_00-03-25.41--00-03-28.63.wav,P01,dysregulated
200316_1751_00-08-58.17--00-09-00.02.wav,P01,dysregulated
200316_1751_00-08-21.06--00-08-22.41.wav,P01,dysregulated
200316_1751_00-06-59.62--00-07-00.39297.wav,P01,dysregulated
200124_1828_00-01-47.23--00-01-48.06.wav,P01,dysregulated
200124_1828_00-07-03.644--00-07-05.011.wav,P01,dysregulated
200316_1751_00-07-45.39--00-07-46.16.wav,P01,dysregulated
200124_1828_00-13-15.06--00-13-16.4.wav,P01,dysregulated
200316_1751_00-01-43.51--00-01-44.27.wav,P01,dysregulated
200124_1828_00-01-05.448--00-01-07.197.wav,P01,dysregulated
200124_1828_00-01-59.83--00-02-01.58.wav,P01,dysregulated
200124_1828_00-12-48.48--00-12-49.89.wav,P01,dysregulated
200124_1828_00-05-37.49--00-05-38.78.wav,P01,dysregulated
200124_1828_00-01-41.26--00-01-42.12.wav,P01,dysregulated
200316_1751_00-06-34.91--00-06-40.43.wav,P01,dysregulated
200124_1828_00-05-12.38--00-05-13.82.wav,P01,dysregulated
200124_1828_00-13-30.85--00-13-32.43.wav,P01,dysregulated
200124_1828_00-12-23.47--00-12-24.6.wav,P01,dysregulated
200124_1828_00-05-40.9--00-05-41.95.wav,P01,dysregulated
200124_1828_00-01-27.23--00-01-28.55.wav,P01,dysregulated
200124_1828_00-03-40.69--00-03-41.87.wav,P01,dysregulated
200124_1828_00-10-39.39--00-10-40.6.wav,P01,dysregulated
200124_1828_00-09-14.62--00-09-15.67.wav,P01,dysregulated
200316_1751_00-04-08.008--00-04-08.381.wav,P01,dysregulated
200124_1828_00-02-34.67--00-02-36.13.wav,P01,dysregulated
200316_1751_00-05-53.04--00-06-00.25798.wav,P01,dysregulated
200316_1751_00-08-29.61--00-08-32.56.wav,P01,dysregulated
200316_1751_00-01-50.53--00-01-52.93.wav,P01,dysregulated
200124_1828_00-11-44.68--00-11-45.67.wav,P01,dysregulated
200316_1751_00-05-47.05--00-05-48.8.wav,P01,dysregulated
200124_1828_00-05-32.9--00-05-35.97.wav,P01,dysregulated
200124_1828_00-02-28.45--00-02-30.56.wav,P01,dysregulated
200316_1751_00-03-32.62--00-03-34.88.wav,P01,dysregulated
200316_1751_00-07-50.1--00-07-51.92.wav,P01,dysregulated
200124_1828_00-02-10.36--00-02-12.32.wav,P01,dysregulated
200124_1828_00-06-15.65--00-06-16.33.wav,P01,dysregulated
200316_1751_00-04-11.85--00-04-12.31.wav,P01,dysregulated
200124_1828_00-04-57.26--00-04-58.66.wav,P01,dysregulated
200124_1828_00-07-26.46--00-07-28.34.wav,P01,dysregulated
200316_1751_00-04-57.15--00-04-58.31.wav,P01,dysregulated
200316_1751_00-03-47.76--00-03-49.22.wav,P01,dysregulated
200316_1751_00-06-41.31--00-06-44.17.wav,P01,dysregulated
200124_1828_00-12-51.83--00-12-55.65.wav,P01,dysregulated
200316_1751_00-03-21.09--00-03-21.93.wav,P01,dysregulated
200124_1828_00-02-05.587--00-02-07.002.wav,P01,dysregulated
200124_1828_00-02-03.217--00-02-04.695.wav,P01,dysregulated
200124_1828_00-02-48.79--00-02-49.69.wav,P01,dysregulated
200306_2047SelfTalk-Frustrated_00-06-13.72--00-06-23.3.wav,P01,dysregulated
200124_1828_00-08-46.04--00-08-48.18.wav,P01,dysregulated
200316_1751_00-02-09.932--00-02-11.86.wav,P01,dysregulated
200124_1828_00-13-23.01--00-13-24.54.wav,P01,dysregulated
200316_1751_00-05-00.046984--00-05-01.035.wav,P01,dysregulated
200316_1751_00-07-30.14--00-07-30.98.wav,P01,dysregulated
200306_2047SelfTalk-Frustrated_00-05-41.91--00-05-43.31.wav,P01,dysregulated
200124_1828_00-05-46.49--00-05-46.98.wav,P01,dysregulated
200316_1751_00-08-09.429--00-08-10.33.wav,P01,dysregulated
200316_1751_00-08-51.02--00-08-52.49.wav,P01,dysregulated
200316_1751_00-02-32.96--00-02-34.31.wav,P01,dysregulated
200316_1751_00-02-13.32--00-02-14.41.wav,P01,dysregulated
200124_1828_00-10-30.53--00-10-32.09.wav,P01,dysregulated
200124_1828_00-06-45.83--00-06-47.wav,P01,dysregulated
200316_1751_00-02-38.54--00-02-39.74.wav,P01,dysregulated
200124_1828_00-05-03.589--00-05-04.688.wav,P01,dysregulated
200316_1751_00-01-21.01--00-01-22.12.wav,P01,dysregulated
200124_1828_00-09-47.8--00-09-48.42.wav,P01,dysregulated
200316_1751_00-06-53.16--00-06-54.27.wav,P01,dysregulated
200124_1828_00-12-29.09--00-12-29.93.wav,P01,dysregulated
200124_1828_00-01-01.464--00-01-02.72.wav,P01,dysregulated
200124_1828_00-12-39.37--00-12-40.51.wav,P01,dysregulated
200316_1751_00-05-37.26--00-05-40.5.wav,P01,dysregulated
200124_1828_00-09-21.58--00-09-22.38.wav,P01,dysregulated
200316_1751_00-09-10.15--00-09-11.57.wav,P01,dysregulated
200124_1828_00-03-36.85--00-03-37.97.wav,P01,dysregulated
200124_1828_00-14-13.77--00-14-14.93.wav,P01,dysregulated
200316_1751_00-02-57.78--00-02-58.74.wav,P01,dysregulated
200124_1828_00-02-44.09--00-02-45.26.wav,P01,dysregulated
200124_1828_00-05-30.53--00-05-31.5.wav,P01,dysregulated
200124_1828_00-04-52.49--00-04-53.54.wav,P01,dysregulated
200316_1751_00-02-46.01--00-02-47.11.wav,P01,dysregulated
200316_1751_00-01-56.92--00-01-58.8.wav,P01,dysregulated
200124_1828_00-12-26.41--00-12-27.98.wav,P01,dysregulated
